x,y,dem,aspect,slope,slope_main,drainage,hillshade,twi,dist_river,soil_type,landuse,label
363923.5151731882,3075197.415016828,1562.4242,61.182755,19.894623,19.894623,8.0,136.50645,7.8011546,1101.3324,1.0,0.0,0
366169.6400527281,3084700.2138332315,1511.8804,133.92964,44.9739,44.9739,6.0,58.881725,7.004633,324.4832,2.0,0.0,1
370548.31092696474,3066890.682210543,1345.308,118.91494,7.7940946,7.7940946,6.0,144.55618,3.9220102,959.50507,1.0,3850.0,0
379210.81274417706,3104075.0240581217,3130.2056,145.87424,23.487692,23.487692,4.0,115.64792,10.952214,1128.9031,4.0,135.0,1
380620.61665733054,3067310.7667376488,1095.5808,217.54253,41.474373,41.474373,3.0,252.2054,8.836095,986.7703,2.0,0.0,0
362365.99832456466,3101356.2190841916,2560.8154,147.24147,37.754,37.754,5.0,114.56436,11.940117,657.98914,3.0,135.0,1
379954.7042102712,3069390.257425359,933.84467,168.90137,25.377544,25.377544,5.0,180.82205,11.557136,377.29456,2.0,0.0,0
394031.9718048623,3077317.706735345,1659.4656,106.3918,26.32088,26.32088,6.0,69.38539,5.8260393,203.1586,3.0,5897.0,1
389750.49698026356,3078555.156198666,1398.7733,139.81296,32.09206,32.09206,5.0,108.01261,9.441304,580.4531,3.0,0.0,1
351263.62281706446,3079874.256886316,1565.7047,83.51793,23.094017,23.094017,1.0,104.78956,6.053628,1090.5724,1.0,0.0,0
388549.70887999015,3072314.4132382725,1347.862,101.21119,48.366566,48.366566,7.0,1.0,7.0448456,862.90564,2.0,0.0,1
397025.412157834,3085698.8423129604,2898.5408,5.2084575,41.162025,41.162025,2.0,211.72507,8.934766,696.54376,3.0,5897.0,0
374580.20644489955,3110908.0207488923,4257.846,22.134438,17.052576,17.052576,1.0,184.83777,5.266959,298.80655,6.0,135.0,0
397657.1881165368,3089583.7352131456,2317.948,6.196208,34.730595,34.730595,2.0,210.8785,9.173227,768.4156,3.0,5897.0,0
357625.1033192738,3110897.3434926462,3910.3528,122.35054,41.91999,41.91999,6.0,51.079136,9.848906,259.58655,6.0,135.0,1
368637.22256242315,3097155.941745943,1715.7144,15.746026,37.86174,37.86174,2.0,190.66394,8.543526,41.044235,3.0,135.0,0
356488.51750069245,3108561.8434583135,3752.2595,89.729324,38.131268,38.131268,7.0,43.239235,7.5099607,584.0697,6.0,135.0,1
380497.5358066628,3062670.6269397703,1537.9285,99.924255,20.40517,20.40517,6.0,116.055275,3.241675,1726.2993,1.0,0.0,0
393558.2023003231,3078724.1534969667,2392.18,100.53278,45.277313,45.277313,6.0,28.398308,7.0832067,845.1525,4.0,0.0,1
382638.23846379155,3096438.665446185,2059.9895,98.23508,17.231924,17.231924,6.0,85.25294,3.675727,363.65286,3.0,135.0,1
398588.15895305795,3077796.290283616,3016.651,137.11856,38.934757,38.934757,6.0,84.557396,5.6813893,1002.43774,4.0,5897.0,1
367876.3395604302,3071424.6141642323,927.1166,28.257866,35.18097,35.18097,1.0,160.15936,8.85758,82.08847,2.0,0.0,0
353826.3257746759,3089119.865293203,1563.8271,57.412758,22.36011,22.36011,8.0,136.19603,7.686297,451.48657,1.0,0.0,0
394179.9819262843,3090760.0059518255,2078.504,21.227865,19.727491,19.727491,1.0,187.42052,7.2431154,644.4076,3.0,5897.0,0
376934.4813999805,3100715.9161682897,3702.9658,86.54648,47.90507,47.90507,7.0,12.926912,7.437689,1861.0743,6.0,135.0,0
378493.3827653369,3104601.0023712297,3083.8462,177.3386,38.712696,38.712696,4.0,190.2746,6.263016,862.90564,4.0,135.0,1
362398.08323804097,3101358.905342566,2574.3738,153.23747,39.08763,39.08763,6.0,128.6938,6.8368015,680.02264,3.0,135.0,1
365457.0474634942,3100898.6526549854,2556.5176,85.35509,38.947487,38.947487,8.0,38.047573,5.63973,817.28546,4.0,135.0,1
357624.83635865874,3106616.97487535,3797.2766,160.53035,19.279564,19.279564,5.0,158.43695,7.5156183,739.9355,4.0,135.0,1
354095.21867966745,3097802.8039497933,2773.8354,95.375694,38.211487,38.211487,7.0,38.087944,8.410119,1104.3875,4.0,135.0,1
376496.8106154603,3109396.65820317,3497.505,78.22136,60.82401,60.82401,6.0,1.0,8.459972,156.2918,6.0,135.0,0
394969.4967241401,3091242.934704599,1928.399,161.77585,50.834225,50.834225,4.0,115.14365,11.514386,259.58655,3.0,5897.0,1
356305.59679024835,3108742.081544744,4057.597,75.840866,61.084457,61.084457,8.0,1.0,6.399003,701.9644,6.0,135.0,1
394947.13151652826,3073875.2156789466,1151.7518,146.62329,31.879026,31.879026,6.0,124.95146,8.123773,239.32697,3.0,5897.0,0
387336.76250526763,3107608.164381206,4977.1436,184.03284,32.2205,32.2205,5.0,207.90756,10.458946,1679.557,6.0,135.0,0
384322.7261499186,3086862.8658252223,2632.6233,48.417072,38.323612,38.323612,1.0,112.87428,7.063606,901.5729,4.0,0.0,0
392794.70661433245,3077286.3938671197,1663.7046,117.4622,45.08051,45.08051,6.0,21.927332,8.144597,467.9763,3.0,5692.0,1
360216.71910028707,3103183.160598025,3453.3489,132.56897,26.669273,26.669273,6.0,49.648705,7.026407,1861.527,4.0,135.0,1
356415.3799923794,3093959.71850389,1548.8638,130.71501,44.68349,44.68349,6.0,45.662594,8.697079,273.7992,3.0,0.0,1
370621.5966700361,3106529.9531030385,3964.039,134.3862,31.809875,31.809875,6.0,111.321945,8.7125635,1573.9274,6.0,135.0,1
366163.012956878,3102117.889505185,2284.6501,83.55751,54.732567,54.732567,7.0,1.1501045,5.351198,174.13594,3.0,135.0,0
371530.72809513996,3073480.4636207623,1299.2766,202.01161,16.647575,16.647575,4.0,215.29149,9.36711,1460.679,1.0,4495.0,0
365725.4417126507,3097433.128752953,2262.2742,170.93753,45.13905,45.13905,5.0,164.51543,7.0124836,966.5024,3.0,135.0,0
355498.89657432446,3106013.1833001366,3688.5193,52.406208,60.878433,60.878433,8.0,19.338142,5.825944,363.65286,6.0,135.0,1
362440.87384068844,3101452.0664773826,2672.6606,147.99281,41.515495,41.515495,5.0,106.247025,8.345444,711.49915,3.0,135.0,1
386715.93184785446,3091771.3515811567,2844.5342,132.82098,54.363167,54.363167,6.0,24.393885,7.081037,145.11328,4.0,5897.0,0
363264.59792741813,3073337.798857051,1176.394,199.04932,13.10158,13.10158,4.0,209.68678,8.645072,129.79327,1.0,0.0,0
352714.4802245638,3106603.9237353313,4350.152,131.9387,35.03528,35.03528,6.0,89.130325,9.1861,1621.3772,6.0,135.0,0
393527.40230453585,3089850.1156723704,2028.431,110.3206,31.66071,31.66071,7.0,55.42098,8.123235,1561.8396,3.0,5897.0,1
373766.30028180126,3088636.3152356204,3449.0305,91.78868,35.143658,35.143658,7.0,44.979095,7.1456156,679.40295,4.0,0.0,0
397761.3948210738,3082775.4637257946,2168.7385,76.02924,16.78392,16.78392,8.0,125.2249,6.119219,29.022657,3.0,5897.0,1
368382.4014273512,3099987.548219946,2785.755,156.54662,32.69636,32.69636,5.0,146.03084,7.319908,1490.3635,4.0,135.0,1
355596.90539703734,3105280.8439809433,3348.0308,65.6466,3.2141345,3.2141345,8.0,157.23965,11.437386,781.4589,4.0,135.0,1
391943.22365289775,3077608.630852056,1958.5562,170.97543,26.400091,26.400091,5.0,182.92229,5.5749283,431.45282,3.0,0.0,0
394117.55326388695,3096611.3811321054,3658.1758,14.761095,39.18429,39.18429,8.0,190.25386,5.379289,870.67975,4.0,5897.0,0
365002.4540582628,3105909.2234243094,3645.2908,137.56728,41.682194,41.682194,5.0,76.72848,11.782745,2822.5188,6.0,135.0,1
356376.72573279025,3108773.7877145745,4020.0774,101.851776,39.05765,39.05765,8.0,36.11654,5.201327,641.1314,6.0,135.0,1
368882.01733752846,3098261.4605523497,2270.2097,100.35003,63.27068,63.27068,7.0,1.0,8.878815,453.34842,3.0,135.0,1
367479.37411203125,3104859.986463436,2909.1133,74.24982,38.56995,38.56995,1.0,49.532673,7.2575374,377.29456,4.0,135.0,1
370673.5551566768,3108633.5493887407,4019.3093,201.47075,44.87185,44.87185,4.0,236.99878,7.219425,499.32468,6.0,135.0,0
373353.84329937585,3088402.1011982574,3582.5413,106.41796,32.291565,32.291565,7.0,84.321205,7.247787,756.8183,4.0,0.0,0
364162.9626870205,3080924.8339048005,1797.3077,34.468735,19.298502,19.298502,2.0,208.70972,10.031376,881.2571,1.0,3475.0,0
388091.1108285477,3061700.730250729,2190.8962,95.11124,13.01461,13.01461,8.0,137.84604,11.274897,2066.3235,2.0,0.0,0
372561.2988903149,3091981.0570266433,2406.2214,99.92977,44.329323,44.329323,7.0,19.937326,9.139449,205.22118,4.0,0.0,1
384063.7115421444,3104726.969259163,4472.835,131.01009,17.228798,17.228798,5.0,140.50946,4.839054,1183.8967,6.0,135.0,0
383660.7873041112,3109149.3322567483,3865.227,106.481606,54.217407,54.217407,7.0,1.0,7.379367,507.68915,6.0,135.0,1
350868.8417821121,3075352.1758943344,1904.8572,64.217285,17.131525,17.131525,7.0,119.98058,6.437081,129.79327,1.0,0.0,0
391284.6758918993,3093129.370635176,3230.9912,56.92545,22.306984,22.306984,8.0,134.78,7.8545957,982.0643,4.0,5897.0,0
393832.9423022775,3075046.133317248,1782.8588,101.79759,41.359188,41.359188,7.0,30.133896,7.99041,1379.1107,3.0,5897.0,1
350322.2941077835,3083872.790656637,1873.0746,87.29183,31.650715,31.650715,7.0,53.078285,9.265176,778.7596,2.0,0.0,1
395016.2966612007,3095713.616574965,3197.1633,123.592545,29.671347,29.671347,6.0,71.22573,4.996302,964.7578,4.0,5897.0,1
373729.9763159279,3060998.561217308,817.16907,80.675,13.766636,13.766636,7.0,145.46074,7.176874,1184.2524,1.0,0.0,0
401433.35935392184,3074263.717556385,2190.0017,145.04349,19.790386,19.790386,5.0,120.25744,6.4201126,267.57568,3.0,5897.0,1
363451.28346017975,3090069.3228434045,2104.6536,119.58211,28.606865,28.606865,6.0,36.944828,7.7992897,308.51508,3.0,0.0,1
353490.52578531107,3100240.3211537404,2842.3064,68.41375,35.411983,35.411983,7.0,47.48924,9.893372,82.08847,4.0,135.0,1
356244.91428585665,3108567.4037257014,3937.1611,90.33928,63.458694,63.458694,8.0,1.0,10.929875,825.9993,6.0,135.0,1
356816.6085565181,3112559.516615558,4710.628,35.308407,35.343323,35.343323,1.0,144.77916,7.83391,308.51508,6.0,135.0,0
351795.34287881583,3106283.7472605077,4169.827,170.03024,51.73516,51.73516,6.0,149.78154,4.448057,738.79626,6.0,135.0,1
377716.09458537574,3087704.041934221,1555.0605,150.2339,28.4317,28.4317,5.0,137.06696,11.216044,298.80655,3.0,0.0,1
357072.83454931487,3116089.8753518634,5303.042,142.96927,50.365757,50.365757,6.0,68.951416,10.131205,862.90564,5.0,135.0,0
364636.27218895475,3104017.898092727,3206.5833,85.912,44.19452,44.19452,8.0,7.088657,11.043648,2293.5247,4.0,135.0,1
403779.06183540437,3070554.3450813247,2979.8118,141.61488,66.32776,66.32776,6.0,14.431494,9.5223255,194.6899,4.0,5897.0,1
356819.16846406326,3110854.174805305,4012.3037,123.032906,35.150726,35.150726,6.0,72.27573,8.739759,349.47906,6.0,135.0,1
374831.1168975779,3100932.1019669897,3954.6162,155.94376,35.959656,35.959656,5.0,140.49846,6.5752196,595.4951,6.0,135.0,1
385185.6931105162,3099347.527425844,2924.9243,87.21367,38.508724,38.508724,8.0,65.404785,7.7862735,221.02998,4.0,135.0,1
394700.21126170224,3089554.4962269776,1566.082,98.60235,57.87142,57.87142,7.0,1.0,8.3071995,494.23804,3.0,5897.0,1
355890.6217376942,3106128.2534391386,3239.565,49.80986,16.680164,16.680164,1.0,151.84995,6.353495,64.89664,4.0,135.0,1
355277.10647777404,3106523.6601098888,3753.7476,27.872932,60.582836,60.582836,1.0,110.02245,8.129531,145.11328,6.0,135.0,1
377536.18952704826,3083914.8361067446,961.5724,75.13375,25.47783,25.47783,8.0,122.162056,10.157118,64.89664,3.0,2640.0,1
402716.72416673537,3074793.0554979118,3117.628,150.39296,44.57716,44.57716,5.0,108.28847,9.899341,1160.9062,4.0,5897.0,1
358315.8827573073,3098833.4815919916,2884.0906,136.30507,44.817593,44.817593,6.0,73.2438,7.3292947,2352.268,4.0,0.0,1
378010.0843988207,3093153.8961594757,3030.5156,112.39179,37.827618,37.827618,6.0,7.9145103,8.782364,1698.5074,4.0,0.0,1
394182.22600718087,3088102.558379962,1320.8851,154.6209,1.0,0.0,5.0,174.35242,8.49031,0.0,3.0,5897.0,1
381107.30212317087,3114909.9656632952,5296.4194,68.143005,19.01182,19.01182,7.0,119.60786,10.155247,2992.15,6.0,135.0,0
357287.0149201154,3092143.6615703455,1268.9901,45.533493,12.860796,12.860796,8.0,169.26205,8.622491,41.044235,3.0,0.0,0
383987.61573195254,3097538.5783355488,2372.3918,116.079765,48.500168,48.500168,6.0,13.332723,5.111604,291.67407,3.0,135.0,1
375980.87300764327,3096049.7908032206,3539.9268,70.1644,44.71171,44.71171,8.0,66.14421,8.457747,1308.9186,4.0,135.0,0
362725.7704515433,3103597.8307576724,2972.3213,179.4704,51.167892,51.167892,4.0,183.11249,7.193066,406.3172,4.0,135.0,1
376229.07193406817,3070674.0838539046,1442.2225,30.28747,17.008167,17.008167,1.0,174.66165,8.749636,809.51886,1.0,8118.0,0
386229.5833021273,3090098.807764114,3029.7773,66.25957,29.660076,29.660076,7.0,103.480736,5.0605083,1168.1394,4.0,5897.0,0
394909.83480587124,3086219.3178600664,2188.9553,174.36781,47.76411,47.76411,4.0,174.29485,8.416925,1279.9617,3.0,5897.0,1
364678.6508724965,3100392.479786009,2894.5898,96.80653,38.38638,38.38638,7.0,37.719498,8.032254,1509.1782,4.0,135.0,1
395550.3489818845,3078981.4940426527,2321.1807,132.60893,22.26035,22.26035,6.0,118.49331,14.348192,1169.9407,4.0,5897.0,1
387036.1979653883,3079750.2731123115,1792.5421,104.615685,48.34612,48.34612,7.0,4.107646,6.41702,1116.5239,3.0,8019.0,1
362410.1334252833,3101347.6007487336,2589.9236,155.53677,36.031487,36.031487,5.0,142.7291,5.097579,702.56415,3.0,135.0,1
376069.56298372557,3089507.218776107,2452.7444,100.95564,35.411983,35.411983,7.0,55.499954,9.370124,145.11328,3.0,0.0,1
387653.69823134213,3080024.8646642785,1586.3271,110.01936,34.748188,34.748188,7.0,49.006153,8.3811035,1131.8837,3.0,8019.0,0
383061.73759852257,3074553.0069252388,1814.825,229.50284,16.627987,16.627987,3.0,220.48848,8.255303,766.2201,1.0,0.0,0
387310.69054849667,3079786.892623816,1672.4479,100.83329,48.67083,48.67083,8.0,28.684963,6.611511,1196.6348,3.0,8019.0,1
392781.21879422537,3076733.3740078644,1194.3625,119.594505,35.84406,35.84406,6.0,47.523037,8.939671,64.89664,3.0,5692.0,1
389373.87249646394,3098298.226509444,4236.0796,223.35333,44.118458,44.118458,3.0,249.51823,9.822433,1999.1954,6.0,5897.0,0
387858.72911328793,3102829.8512098063,3737.2507,87.80162,35.03731,35.03731,7.0,58.237335,8.082515,349.47906,6.0,135.0,0
373112.28099527094,3083080.205349526,2203.0283,9.926569,25.393997,25.393997,1.0,202.75883,14.871978,58.045315,3.0,0.0,0
396744.1963049828,3098089.386288445,3596.4844,71.034134,59.932705,59.932705,7.0,10.577707,10.6981735,431.45282,0.0,5897.0,1
374028.53017756133,3070444.2303727055,1182.3516,175.686,22.269245,22.269245,4.0,193.19289,9.088253,923.7233,1.0,8095.0,0
377303.2750930507,3107421.037798444,3503.1086,164.8223,35.735413,35.735413,4.0,159.0996,9.074187,670.04004,4.0,135.0,1
358895.1132034982,3100660.710802887,3374.8577,151.15443,45.345947,45.345947,5.0,104.329,6.785664,2783.3018,4.0,135.0,1
351150.13208793534,3081094.8917003134,1781.6506,213.624,25.232403,25.232403,3.0,234.9557,9.731912,1076.9714,2.0,0.0,1
350735.2196505905,3084672.2080555866,2111.514,7.149251,29.068985,29.068985,2.0,209.34508,7.8162136,410.44235,2.0,0.0,0
397891.36085036816,3082778.826805399,2151.4983,208.98822,1.0,0.0,5.0,192.14261,8.084846,0.0,3.0,5897.0,1
385837.4203280864,3092736.8621681747,2959.6865,189.96158,26.237814,26.237814,4.0,212.9455,6.74129,927.3636,4.0,5897.0,0
386730.5027375107,3081271.5186480163,2122.2686,100.00543,34.874924,34.874924,7.0,64.284515,8.542439,308.51508,4.0,0.0,0
397120.35056361003,3070286.218655241,2698.2998,233.91841,34.902615,34.902615,2.0,246.30812,8.857817,679.40295,3.0,0.0,0
356601.86570751003,3106141.733671065,3057.37,91.315346,54.175426,54.175426,6.0,3.875985,7.4633555,104.64268,4.0,135.0,1
389393.6359211139,3069630.5323678064,1169.552,160.75685,22.795956,22.795956,5.0,170.48004,8.083575,595.4951,1.0,0.0,0
381414.1056408596,3109258.1144239204,3713.0513,116.76433,60.78996,60.78996,7.0,1.0,6.061484,609.4758,4.0,135.0,1
